"Address","total_calls","first_call","last_call","Zip","median_age"
"2304 VANDERBILT PL",4,2021-04-29,2025-04-13,37212,20
"2320 TWO RIVERS PKWY",4,2021-06-27,2025-06-14,37214,28
"2324 LEBANON PIKE",4,2021-08-28,2025-06-26,37214,41.5
"2400 26TH AVE N",4,2024-09-25,2025-10-26,37208,21
"2400 DICKERSON PIKE",4,2021-05-28,2022-08-23,37207,44
"2401 BRICK CHURCH PIKE",4,2021-06-04,2025-08-14,37207,48
"2401 LAKESHORE DR",4,2022-03-05,2025-09-05,37138,58
"2421 LEBANON PIKE",4,2021-07-07,2025-05-03,37214,34
"2470 26TH AVE N",4,2024-01-06,2024-12-13,37208,27
"2510 DICKERSON PIKE",4,2021-08-13,2024-01-29,37207,26
"252 LONG HOLLOW PIKE",4,2021-03-06,2024-05-18,37072,28.5
"254 LONG HOLLOW PIKE",4,2022-05-12,2022-11-10,37072,35
"2547 26TH AVE N",4,2021-07-24,2025-10-18,37208,36
"26 TUSCULUM RD",4,2021-03-23,2024-11-06,37013,34.5
"2601 MURFREESBORO PIKE",4,2021-04-29,2022-09-16,37013,30
"2615 ELM HILL PIKE",4,2021-02-04,2025-07-17,37214,40
"2700 WEST END AVE",4,2024-03-26,2025-04-01,37203,27
"2714 MURFREESBORO PIKE",4,2021-05-23,2022-10-04,37013,37
"2801 TUCKER RD",4,2022-06-26,2025-08-08,37218,29
"2930 DICKERSON PIKE",4,2021-05-11,2024-10-03,37207,42
"2945 BRICK CHURCH PIKE",4,2025-03-01,2025-12-23,37207,33
"305 KOREAN VETERANS BLVD",4,2021-05-22,2025-12-12,37201,37
"305 W TRINITY LN",4,2024-02-01,2025-12-21,37207,36
"306 PHILFRE CT",4,2022-01-01,2022-10-23,37217,45
"311 RURAL HILL CT",4,2022-06-06,2022-08-23,37217,33
"313 HARDING PL",4,2022-06-29,2025-07-08,37211,41
"3130 CLARKSVILLE PIKE",4,2021-09-13,2025-12-01,37218,43.5
"315 S MAIN ST",4,2024-04-21,2025-02-01,37072,40.5
"3176 EWINGDALE DR",4,2022-06-18,2025-02-22,37207,65
"3181 STONEYBROOK CIR",4,2024-10-15,2025-04-27,37013,40.5
"321 ELM ST",4,2021-02-03,2025-04-10,37115,68.5
"324 FOREST PARK RD",4,2021-09-29,2022-08-04,37115,42
"324 HARDING PL",4,2022-03-18,2025-08-10,37211,28
"3258 BLACKWOOD DR",4,2021-03-19,2024-04-08,37214,48
"329 MURFREESBORO PIKE",4,2022-03-10,2025-12-02,37210,66
"3304 DICKERSON PIKE",4,2021-07-17,2024-07-21,37207,33.5
"3307 BRICK CHURCH PIKE",4,2022-02-22,2025-01-21,37207,16
"3341 WHITES CREEK PIKE",4,2022-07-12,2022-12-01,37189,42
"3402 ALAMEDA ST",4,2021-11-11,2024-04-06,37209,19.5
"3407 CLIFTON AVE",4,2021-08-13,2025-09-08,37209,37
"342 VALERIA ST",4,2021-02-18,2025-04-28,37210,34.5
"3434 DOVERSIDE DR",4,2021-03-31,2025-07-30,37207,39
"3441 LEBANON PIKE",4,2021-06-09,2022-06-22,37076,32
"3451 DICKERSON PIKE",4,2021-12-25,2025-08-21,37207,37.5
"3454 PERCY PRIEST DR",4,2021-04-04,2026-01-02,37214,37
"3501 BROOKWAY DR",4,2024-12-06,2025-08-01,37207,29
"3504 JOHN A MERRITT BLVD",4,2022-09-26,2025-09-21,37208,18
"3529 RAINWOOD DR",4,2024-09-22,2024-12-21,37207,25
"36 FAIRFIELD AVE",4,2021-08-07,2025-12-24,37210,48.5
"3600 HILLSBORO PIKE",4,2021-06-04,2025-05-13,37215,26
"3606 HAMILTON CHURCH RD",4,2022-07-08,2025-02-22,37013,31
"363 HARDING PL",4,2021-04-28,2024-02-01,37211,33
"3650 TROUSDALE DR",4,2021-06-15,2024-07-10,37204,30.5
"37 LEWIS ST",4,2022-11-23,2025-12-17,37210,41.5
"3740 DICKERSON PIKE",4,2021-05-23,2025-04-28,37207,37
"3767 NOLENSVILLE PIKE",4,2021-04-17,2025-03-29,37211,46
"3777 NOLENSVILLE PIKE",4,2022-04-23,2024-04-10,37211,22.5
"384 THOMPSON LN",4,2024-08-18,2025-02-10,37210,35
"3900 DICKERSON PIKE",4,2022-07-11,2025-10-18,37207,31.5
"3903 MEADOW RD",4,2021-07-03,2022-01-31,37218,43
"3920 MEADOW RD",4,2022-04-08,2025-03-12,37218,37.5
"3960 BELL RD",4,2022-05-15,2025-11-01,37076,34
"400 DAVIDSON RD",4,2021-09-24,2022-11-29,37205,15
"4001 ANDERSON RD",4,2021-06-16,2025-09-01,37217,32
"401 UNION ST",4,2024-12-24,2025-10-29,NA,38
"401 WALTON LN",4,2022-08-30,2025-10-01,37216,16
"4031 ANDREW JACKSON PKWY",4,2021-09-11,2024-04-17,37076,39
"405 S 4TH ST",4,2025-03-03,2025-08-27,37206,44
"406 11TH AVE N",4,2021-04-01,2025-06-14,37203,28
"408 BROADWAY",4,2022-05-28,2024-08-23,37203,30
"409 E OLD HICKORY BLVD",4,2021-06-15,2022-09-09,37115,39
"411 36TH AVE N",4,2021-03-03,2025-11-06,37209,22
"411 BROADWAY",4,2021-05-07,2025-05-24,37203,23
"412 E OLD HICKORY BLVD",4,2021-05-19,2025-08-13,37115,43
"412 METROPLEX DR",4,2024-06-29,2025-11-09,37211,45
"415 4TH AVE S",4,2021-08-13,2025-12-19,37201,37.5
"416 MURFREESBORO PIKE",4,2024-01-08,2024-10-10,37210,41
"422 SHELBY AVE",4,2022-04-02,2024-02-04,37213,29
"4243 HARDING PIKE",4,2021-04-13,2025-10-17,37205,40.5
"426 MURFREESBORO PIKE",4,2021-02-03,2025-02-10,37210,47
"439 HENEY DR",4,2021-03-21,2022-08-02,37214,45
"4400 LEBANON PIKE",4,2021-03-30,2024-11-27,37138,24
"45 VANTAGE WAY",4,2021-01-17,2024-06-17,37228,24
"451 PONDER PL",4,2021-01-16,2025-12-07,37228,61
"454 MURFREESBORO PIKE",4,2022-10-02,2025-07-02,37210,42.5
"455 SWISS AVE",4,2022-02-24,2025-06-20,37211,36
"4646 NOLENSVILLE PIKE",4,2021-03-06,2024-01-23,37211,37
"4670 LEBANON PIKE",4,2021-07-17,2024-10-15,37076,67
"4671 TROUSDALE DR",4,2022-07-10,2024-12-25,37204,28.5
"468 PONDER PL",4,2021-04-18,2024-02-01,37228,31
"469 PONDER PL",4,2021-02-14,2024-11-19,37228,35.5
"4700 CHARLOTTE AVE",4,2021-05-17,2024-02-07,37209,50
"4900 LINBAR DR",4,2021-01-19,2025-05-24,37211,32
"4TH AVE N & DR MARTIN L KING JR BLVD",4,2025-06-03,2025-12-14,37219,43.5
"500 REP JOHN LEWIS WAY S",4,2021-04-11,2024-05-22,37203,39
"5003 LINBAR DR",4,2022-05-16,2025-12-09,37211,41.5
"501 CUMBERLAND AVE",4,2021-09-30,2024-04-10,37115,50
"508 MAIN ST",4,2022-10-08,2025-09-24,37206,42.5
"5095 RIDGE RD",4,2021-08-11,2024-08-05,37080,32.5
"510 BRIDGEWAY AVE",4,2021-02-10,2025-03-28,37138,25.5
"510 SUMMER PL",4,2024-01-02,2024-12-15,37206,42
"5101 LINBAR DR",4,2024-01-04,2025-09-01,37211,31
"5108 BAY OVERLOOK DR",4,2021-07-07,2022-11-18,37076,24
"5132 LANA RENEE CT",4,2021-09-27,2022-09-10,37076,35
"515 BASSWOOD AVE",4,2021-06-12,2022-10-17,37209,40
"5160 RICE RD",4,2021-02-11,2024-06-24,37013,23
"517 COTTONWOOD DR",4,2021-01-15,2021-07-19,37214,42.5
"522 NORTON AVE",4,2021-07-12,2022-04-08,37207,48
"5260 HICKORY HOLLOW PKWY",4,2021-06-04,2024-05-18,37013,34
"5315 HICKORY HOLLOW LN",4,2021-10-14,2024-10-31,37013,27
"534 S 6TH ST",4,2022-02-25,2025-05-16,37206,36
"5655 FRIST BLVD",4,2021-04-09,2024-09-26,37076,16.5
"581 GREEN LN",4,2021-02-02,2021-06-03,37189,36
"600 BROADWAY",4,2021-08-05,2021-11-17,37203,33
"600 CHEYENNE BLVD",4,2021-01-21,2025-09-19,37115,61.5
"601 LISCHEY AVE",4,2021-05-28,2025-04-19,37207,39
"606 N DUPONT AVE",4,2022-04-12,2025-05-30,37115,43
"608 GALLATIN PIKE N",4,2021-03-23,2025-08-07,37115,35.5
"609 LAFAYETTE ST",4,2021-10-02,2025-05-02,37203,44
"612 S 8TH ST",4,2021-03-17,2024-02-28,37206,44
"621 N DUPONT AVE",4,2021-03-27,2025-08-01,37115,51.5
"639 S 7TH ST",4,2021-04-29,2025-08-27,37206,31
"641 MAINSTREAM DR",4,2022-01-21,2022-09-14,37228,36.5
"6444 EATONS CREEK RD",4,2021-02-23,2024-01-05,37080,32
"648 THOMPSON LN",4,2021-08-18,2025-01-03,37217,37.5
"6900 LENOX VILLAGE DR",4,2022-02-19,2025-09-16,37211,46
"701 40TH AVE N",4,2025-05-04,2025-08-18,37209,44
"701 DIVISION ST",4,2022-05-12,2024-11-04,37203,40.5
"7034 CHARLOTTE PIKE",4,2021-12-30,2025-03-09,37209,46.5
"710 CLEO MILLER DR",4,2021-01-23,2022-07-03,37206,29
"720 ROYAL PKWY",4,2021-02-18,2025-12-22,37214,47.5
"721 25TH AVE N",4,2022-08-13,2024-07-25,37208,26
"7534 OLD HICKORY BLVD",4,2022-03-15,2025-06-21,37189,34
"7609 GERALD DR",4,2022-10-16,2024-12-15,37080,50
"7725 HIGHWAY 70 S",4,2021-01-31,2025-01-27,37221,31
"777 MCGAVOCK PIKE",4,2021-03-21,2025-07-28,37214,31
"780 BERRY RD",4,2021-04-22,2024-05-11,37204,40
"790 OLD HICKORY BLVD",4,2022-09-10,2025-07-05,37027,30
"8020 MCCRORY LN",4,2021-03-05,2025-08-01,37221,38
"816 S 6TH ST",4,2021-03-22,2022-10-21,37206,44.5
"816 TAYLOR ST",4,2024-05-02,2025-05-22,37208,39
"818 3RD AVE S",4,2022-07-25,2025-10-26,37210,40
"8200 MCCRORY LN",4,2025-04-29,2025-11-20,37221,45
"8224 GORDON LN",4,2021-01-21,2021-07-22,37076,33.5
"825 ELM HILL PIKE",4,2021-06-24,2024-03-26,37210,26.5
"832 ROYAL PKWY",4,2022-01-01,2025-03-10,37214,45
"835 4TH AVE S",4,2021-12-08,2024-11-04,37210,37
"875 GRANADA AVE",4,2022-02-17,2025-03-16,37206,45
"901 BLANK ST",4,2025-08-27,2025-09-19,37208,39
"911 AIRPORT CENTER DR",4,2022-02-14,2025-10-29,37214,32.5
"931 RICHARDS RD",4,2021-04-12,2025-05-24,37013,27
"932 DRUMMOND DR",4,2021-02-06,2021-10-02,37211,36
"939 16TH AVE N",4,2021-10-13,2024-05-15,37208,28
"942 16TH AVE N",4,2021-12-28,2025-08-26,37208,46
"ASH ST / EWING AVE",4,2022-03-19,2022-07-20,37203,34
"BROADWAY / REP JOHN LEWIS WAY N",4,2021-06-30,2022-12-02,37203,27
"DR D B TODD JR BLVD / BUCHANAN ST",4,2021-10-25,2022-11-26,37208,42.5
"KOREAN VETERANS BLVD / 6TH AVE S",4,2021-04-02,2022-09-16,37203,55
"LEWIS ST & LAFAYETTE ST",4,2024-02-03,2026-01-02,37210,45.5
"PERKINS ST & LEWIS ST",4,2024-06-21,2025-12-21,37210,48
"SHELBY ST BRIDGE W",4,2022-10-23,2025-03-01,37201,27.5
"WEDGEWOOD AVE & 8TH AVE S",4,2024-04-03,2025-06-11,37203,28
"1 TITANS WAY",3,2021-05-28,2025-06-20,37213,31
"10 E CAMPBELL RD",3,2021-08-07,2024-11-19,37115,27
"100 DEMONBREUN ST",3,2024-03-15,2024-10-28,37201,53.5
"100 WOODLAND ST",3,2025-04-16,2025-12-12,37213,17
"1000 ST LUKE DR",3,2021-03-29,2025-08-23,37205,35
"1001 SHELBY AVE",3,2022-06-08,2024-10-14,37206,34
"1002 44TH AVE N",3,2021-06-02,2021-12-07,37209,24
"1010 DR MARTIN L KING JR BLVD",3,2021-08-01,2025-11-07,37203,30
"1015 JEFFERSON ST",3,2021-08-27,2025-02-16,37208,51
"1017 EDGEHILL AVE",3,2024-07-20,2025-12-11,37203,21
"102 1ST AVE S",3,2021-04-03,2024-11-01,37201,27
"1024 SADDLESTONE DR",3,2022-03-14,2022-12-26,37076,11
"1024 WOODLAND ST",3,2022-03-25,2025-05-11,37206,31
"1026 MAXWELL AVE",3,2022-11-21,2024-05-30,37206,59
"1036 PATIO DR",3,2022-11-10,2022-11-22,37214,38
"104 REP JOHN LEWIS WAY S",3,2024-02-24,2025-03-19,37203,29
"1058 MURFREESBORO PIKE",3,2021-10-24,2022-08-26,37217,33
"106 31ST AVE S",3,2022-06-01,2024-01-24,37203,70
"1062 CAPITOL PT",3,2021-02-25,2025-08-05,37203,36
"107 CHARLES E DAVIS BLVD",3,2022-07-25,2025-06-11,37210,34
"108 SHELBY ST",3,2021-01-19,2024-06-23,37138,23.5
"109 29TH AVE N",3,2021-08-27,2022-11-23,37203,60
"109 LAFAYETTE ST",3,2022-05-09,2025-10-30,37210,36
"1098 CLEECES FERRY RD",3,2021-05-05,2025-08-04,37209,36
"11 HARDING MALL DR",3,2022-02-04,2022-12-24,37211,35
"110 4TH AVE S",3,2021-05-31,2022-09-24,37201,26
"110 ARCHWOOD PL",3,2022-02-15,2022-09-24,37115,33
"110 GALLATIN AVE",3,2024-12-16,2025-07-24,37206,14
"1101 CATINA DR",3,2021-05-13,2021-12-30,37217,39
"1102 GRUNDY ST",3,2021-06-06,2024-09-16,37203,21
"111 BROADWAY",3,2021-09-05,2024-03-03,37201,28.5
"111 MARGARET ST",3,2022-06-17,2022-08-29,37115,39.5
"1111 AIRPORT CENTER DR",3,2021-08-30,2024-05-21,37214,21
"1112 AIRPORT CENTER DR",3,2021-05-14,2021-12-02,37214,51
"114 HILLCREST DR",3,2024-12-23,2025-09-20,NA,61
"1144 SHIRE DR",3,2021-12-06,2022-06-30,37013,32
"115 2ND AVE N",3,2024-03-16,2025-11-23,37201,31
"1151 CAHAL AVE",3,2021-06-02,2024-06-14,37206,32
"1151 DEFORD BAILEY AVE",3,2025-01-13,2025-06-04,37203,39
"118 CHARLES E DAVIS BLVD",3,2021-09-21,2025-12-28,37210,18
"119 WELWORTH ST",3,2021-02-02,2022-10-13,37115,58
"12 EAST THOMPSON LN",3,2021-02-21,2024-04-13,37210,33
"120 2ND AVE N",3,2022-06-05,2025-09-13,37201,28
"120 OAK VALLEY DR",3,2022-05-14,2025-05-28,37072,30
"120 S CARTWRIGHT CT",3,2021-01-29,2021-07-22,37072,33
"1200 GALLATIN PIKE S",3,2022-12-08,2025-12-12,37115,46.5
"1216 BUBBLING WELL RD",3,2021-05-10,2024-09-01,37115,28
"122 MCKINLEY ST",3,2021-03-03,2022-01-06,37115,39
"1225 LEWIS ST",3,2022-07-08,2025-01-07,37210,31
"1229 OLD DICKERSON PIKE",3,2021-08-05,2025-03-05,37072,55
"1239 6TH AVE N",3,2022-07-03,2024-04-20,37208,34
"1252 ROBINSON RD",3,2021-05-22,2022-11-19,37138,28
"1256 N AVONDALE CIR",3,2024-09-03,2025-04-22,37207,40
"127 GALLATIN PIKE N",3,2022-02-16,2025-07-04,37115,30
"1277 CHEYENNE BLVD",3,2024-05-02,2025-03-03,37115,62.5
"1300 BESSIE AVE",3,2021-03-09,2022-08-20,37207,17
"13016 OLD HICKORY BLVD",3,2021-07-21,2022-03-21,37013,42.5
"1302 BERRY ST",3,2025-07-30,2025-10-09,37138,67
"1302 MAGNOLIA RD",3,2022-03-20,2022-12-16,37204,28
"1305 ANTIOCH PIKE",3,2024-01-26,2025-12-13,37211,40.5
"1307 BELL RD",3,2022-08-06,2024-10-21,37013,42
"1309 BELL RD",3,2021-06-29,2022-06-24,37013,27
"131 2ND AVE N",3,2021-07-24,2022-08-12,37201,41
"1311 LITTLE HAMILTON AVE",3,2021-07-22,2022-07-11,37203,22
"1311 NEELYS BEND RD",3,2022-12-02,2024-08-23,37115,39
"132 CHARLES E DAVIS BLVD",3,2021-09-22,2025-06-06,37210,31
"1320 VULTEE BLVD",3,2021-08-28,2025-03-11,37217,47
"1341 LEWIS ST",3,2024-10-31,2025-12-08,37210,61
"136 LAFAYETTE ST",3,2021-05-02,2024-07-13,37210,27
"1400 BRICK CHURCH PKE",3,2021-01-12,2021-01-23,37207,31
"1401 18TH AVE S",3,2022-05-01,2024-10-22,37212,19
"141 UNIVERSITY CT",3,2022-06-04,2025-07-30,37210,24
"1411 INDIAN WOODS DR",3,2022-02-11,2025-04-20,37115,32
"1414 4TH AVE N",3,2021-02-18,2025-01-25,37208,66
"1414 9TH AVE N",3,2024-04-26,2025-03-04,37208,27.5
"1414 DICKERSON PIKE",3,2021-04-23,2022-03-06,37207,39
"1420 GALLATIN PIKE N",3,2021-03-13,2024-05-25,37115,47
"1425 GALLATIN PIKE N",3,2021-03-12,2022-03-04,37115,36.5
"1425 ROBINSON RD",3,2021-05-14,2025-12-27,37138,36
"143 DONALD ST",3,2022-01-08,2022-10-08,37207,40
"143 UNIVERSITY CT",3,2024-11-15,2025-06-30,37210,56
"1433 JACKSON ST",3,2021-11-03,2025-03-03,37208,46
"1436 PLEASANT HILL RD",3,2021-02-04,2022-01-23,37214,43
"1475 COUNTY HOSPITAL RD",3,2021-03-23,2021-05-15,37218,29
"148 TWO MILE PIKE",3,2021-08-23,2021-09-07,37072,23
"14910 OLD HICKORY BLVD",3,2021-06-30,2025-01-03,37211,31
"1501 ELIZABETH RD",3,2021-08-04,2021-11-06,37218,45
"1501 ROSA L PARKS BLVD",3,2021-02-17,2025-08-25,37208,32
"1506 DICKERSON PIKE",3,2021-06-12,2022-12-28,37207,38
"1508 GALLATIN PIKE S",3,2022-07-17,2025-06-11,37115,38
"1509 MARKET SQ",3,2022-01-11,2025-03-21,37076,39
"1515 DEMONBREUN ST",3,2021-06-04,2021-10-21,37203,26
"1516 DEMONBREUN ST",3,2021-04-16,2022-10-16,37203,26.5
"1516 JONES AVE",3,2021-07-13,2024-01-11,37207,39
"152 DELLWAY VILLA RD",3,2021-02-10,2021-05-23,37207,40
"155 UNIVERSITY CT",3,2024-09-02,2025-12-13,37210,36
"1578 GALLATIN PIKE N",3,2022-03-02,2024-04-19,37115,28
"1601 23RD AV S",3,2021-01-04,2021-01-29,37212,27
"1607 LILLIAN ST",3,2022-08-07,2022-11-07,37206,45
"1612 CARSON MEADOWS LN",3,2021-08-26,2024-10-11,37013,22
"1614 17TH AVE N",3,2022-02-19,2022-11-01,37208,60
"1618 DR D B TODD JR BLVD",3,2024-01-01,2025-02-20,37208,29
"1659 TREUTLAN PL",3,2021-02-07,2021-12-23,37207,29
"170 4TH AVE N",3,2021-12-11,2025-11-10,37219,40
"1701 MURFREESBORO PIKE",3,2021-02-01,2022-08-17,37217,40.5
"1701 SHARPE AVE",3,2021-04-01,2021-04-23,37206,22
"1712 ANTIOCH PIKE",3,2021-03-30,2024-01-24,37013,36
"1715 BROADWAY",3,2021-03-24,2021-10-16,37203,21
"1719 10TH AVE N",3,2022-08-27,2024-10-10,37208,30
"1719 WEST END AVE",3,2022-02-10,2025-11-09,37203,46.5
"172 LUNA DR",3,2021-12-13,2022-10-29,37211,34
"1721 10TH AVE N",3,2021-02-23,2024-11-22,37208,34.5
"1722 CAMPBELL RD",3,2021-07-07,2022-03-06,37072,47
"1723 10TH AVE N",3,2021-07-11,2022-11-06,37208,37
"1804 CHARLOTTE AVE",3,2022-12-07,2024-01-23,37203,28.5
"1807 WILLOW SPRINGS DR",3,2021-03-26,2022-09-01,37216,21
"1809 15TH AVE N",3,2021-04-11,2021-11-02,37208,45.5
"1818 CHURCH ST",3,2021-04-17,2025-01-04,37203,27.5
"1826 LEBANON PIKE",3,2022-03-17,2022-07-31,37210,31
"1901 WEST END AVE",3,2021-02-06,2024-11-23,37203,46
"1905 HACKWORTH ST",3,2021-01-29,2021-09-18,37210,47
"1908 BROADWAY",3,2022-09-12,2024-10-10,37203,26
"1909 MCGAVOCK PIKE",3,2021-06-25,2024-11-09,37216,27
"1916 DR D B TODD JR BLVD",3,2021-07-03,2024-02-04,37208,37
"1919 WEST END AVE",3,2021-11-12,2024-03-05,37203,44
"1ST AVE S & SHELBY ST PEDESTRIAN BRIDGE GRN",3,2024-09-01,2024-09-28,37201,45
"200 4TH AVE N",3,2021-04-20,2021-08-22,37219,30
"200 BROADWAY",3,2021-10-26,2025-03-24,37201,38
"200 LARGO DR",3,2021-12-10,2024-10-31,37211,30
"2003 HICKORY HOLLOW TER",3,2021-11-27,2022-05-09,37013,23
"201 GLENROSE AVE",3,2021-03-11,2021-06-29,37210,43
"201 MUSIC CITY CIR",3,2021-01-25,2024-10-29,37214,27.5
"2010 BERNARD CIR",3,2021-10-01,2025-09-18,37212,18.5
"2017 8TH AVE S",3,2022-08-17,2024-07-21,37204,43.5
"203 PEBBLE BRK",3,2022-02-28,2022-12-29,37221,51
"204 MAY DR",3,2021-10-09,2022-11-23,37115,51.5
"204 WHITE BRIDGE PIKE",3,2021-07-28,2024-06-04,37209,31.5
"205 CANEEL CV",3,2024-03-18,2025-03-23,37076,25.5
"2069 WHITNEY AVE",3,2021-07-13,2025-06-28,37210,31
"2071 OAKWOOD AVE",3,2022-04-02,2025-05-25,37207,23
"208 ROOSEVELT AVE",3,2021-06-27,2025-01-12,37115,44
"2088 GALLATIN PIKE N",3,2021-09-15,2022-10-15,37115,45
"20TH AVE N / CHURCH ST",3,2021-05-22,2022-05-15,37203,37
"2100 GALLATIN PIKE N",3,2022-02-12,2022-09-11,37115,40
"2100 WEST END AVE",3,2021-04-25,2024-06-05,37203,25
"2101 ROSA L PARKS BLVD",3,2022-06-19,2025-07-02,37228,34
"2112 FAIRFAX AVE",3,2021-08-03,2024-07-08,37212,35
"2115 PORTLAND AVE",3,2021-11-20,2022-06-18,37212,45
"212 RIDGEWAY DR",3,2022-07-24,2024-09-05,37214,55.5
"214 OLD HICKORY BLVD",3,2024-05-08,2024-07-29,37221,29
"215 DELLWAY VILLA RD",3,2021-10-31,2022-01-23,37207,33
"215 PEACHTREE ST",3,2021-06-16,2022-09-12,37210,32
"2177 NOLENSVILLE PIKE",3,2021-03-20,2021-08-04,37211,37
"218 CHARLES E DAVIS BLVD",3,2024-09-02,2025-03-27,37210,27
"220 RUDY CIR",3,2021-10-07,2025-07-10,37214,57
"221 CROSSINGS PL",3,2021-08-07,2022-04-15,37013,39
"221 E CEDAR ST",3,2021-01-16,2024-09-19,37072,36
"222 GALLATIN PIKE S",3,2021-12-02,2024-07-01,37115,44
"2228 GALLATIN PIKE N",3,2024-01-19,2024-12-05,37115,32
"226 HICKORY TRACE DR",3,2024-03-08,2025-03-21,37211,24
"229 MANZANO RD",3,2024-09-04,2025-07-15,37115,53.5
"230 4TH AVE N",3,2022-01-08,2022-05-29,37219,34
"2300 ELM HILL PIKE",3,2022-11-17,2025-03-12,37214,26
"231 BRIDGEWAY CIR",3,2021-01-16,2022-08-23,37211,22
"2312 DICKERSON PIKE",3,2021-05-12,2022-11-07,37207,34
"2317 FOSTER AVE",3,2021-05-27,2022-08-12,37210,47
"235 LONG HOLLOW PIKE",3,2021-04-09,2022-07-06,37072,32
"2350 8TH AVE S",3,2021-06-01,2025-10-10,37204,29
"237 HERMITAGE AVE",3,2021-06-01,2024-05-02,37210,53
"238 LARGO DR",3,2022-06-09,2025-10-07,37211,47
"2381 MURFREESBORO PIKE",3,2022-02-19,2025-11-16,37217,31.5
"2388 LEBANON PIKE",3,2021-10-05,2025-04-29,37214,61
"2400 BUENA VISTA PKE",3,2021-01-13,2021-01-29,37218,44
"2408 MUSIC VALLEY DR",3,2021-02-16,2024-08-06,37214,36.5
"2412 LEBANON PIKE",3,2022-10-25,2025-12-31,37214,56
"2415 MCGAVOCK PIKE",3,2022-02-08,2025-06-01,37214,45
"2417 WEST END AVE",3,2022-04-11,2025-05-29,37203,34
"2424 ATRIUM WAY",3,2021-01-03,2021-04-15,37214,41
"2429 GROVER ST",3,2022-04-29,2022-11-03,37207,38
"2434 ANSON LN",3,2021-03-08,2021-11-09,37013,36
"246 BONNALYNN DR",3,2021-10-01,2022-09-24,37076,41
"250 S 4TH ST",3,2022-03-06,2022-11-15,37206,25
"2500 MUSIC VALLEY DR",3,2024-07-29,2025-03-13,37214,25
"2521 CLARKSVILLE PIKE",3,2025-01-08,2025-12-05,37208,38
"2531 GLENROSE AVE",3,2022-09-10,2025-11-25,37210,53.5
"2531 STINSON RD",3,2021-04-17,2021-06-15,37214,31
"2535 POWELL AVE",3,2021-07-06,2024-02-28,37204,33
"2603 WEST END AVE",3,2022-12-17,2025-05-12,37203,18
"2615 8TH AVE S",3,2021-10-15,2024-02-07,37204,34
"265 BELL RD",3,2021-04-02,2025-12-02,37217,41
"265 E OLD HICKORY BLVD",3,2022-02-05,2022-07-29,37115,48
"266 TIMMONS ST",3,2021-06-28,2025-05-26,37211,37
"2671 MURFREESBORO PIKE",3,2021-08-22,2024-03-05,37013,39
"2686 OLD MATTHEWS RD",3,2021-09-26,2024-10-03,37207,59.5
"270 VENTURE CIR",3,2021-04-15,2024-12-12,37228,28.5
"2706 GLENROSE AVE",3,2025-05-28,2025-12-11,37210,43
"2709 ALHAMBRA CIR",3,2021-07-02,2022-11-03,37207,25
"2743 MURFREESBORO PIKE",3,2022-03-17,2025-08-17,37013,33.5
"2787 MURFREESBORO PIKE",3,2021-07-26,2022-05-29,37013,32
"2806 GALLATIN PIKE",3,2021-09-04,2024-12-04,37216,34.5
"2807 NOLENSVILLE PIKE",3,2024-06-22,2025-08-14,37211,36
"2834 VISTA LN",3,2022-10-15,2024-05-15,37207,30
"2864 EVERGREEN RIDGE PT",3,2021-06-25,2025-04-22,37217,21
"2901 NOLENSVILLE PIKE",3,2021-07-31,2025-02-05,37211,28
"2901 OLD FRANKLIN RD",3,2022-08-06,2025-01-30,37013,25
"2906 10TH AVE S",3,2024-08-16,2025-10-08,37204,38.5
"2910 GALLATIN PIKE",3,2021-09-19,2024-08-28,37216,24
"2917 DICKERSON PIKE",3,2022-12-07,2024-04-26,37207,44
"2929 OLD FRANKLIN RD",3,2022-01-23,2024-01-16,37013,34
"2929 SELENA DR",3,2022-06-19,2024-10-27,37211,43
"2940 MURFREESBORO PIKE",3,2021-08-15,2022-11-08,37013,51
"2ND AVE S & SHELBY ST PEDESTRIAN BRIDGE GRN",3,2024-07-27,2024-12-26,37201,32
"2ND AVE S / KOREAN VETERANS BLVD",3,2022-02-19,2022-10-06,37201,33
"2ND AVE S / SHELBY ST PEDESTRIAN BRIDGE GRN",3,2022-06-19,2022-09-21,37201,44.5
"30 DRY CREEK RD",3,2024-07-17,2024-11-12,37072,42
"30 HARDING MALL DR",3,2024-03-08,2024-08-05,37211,38
"300 1ST AVE S",3,2022-06-12,2025-10-07,37201,33
"3000 HILLSBORO PIKE",3,2021-09-13,2024-01-06,37215,43
"301 WALTON LN",3,2021-09-29,2022-12-09,37115,48
"3021 GALLATIN PIKE",3,2025-05-30,2025-06-21,37216,33
"304 EAST THOMPSON LN",3,2021-09-20,2024-05-24,37217,37.5
"304 LONG HOLLOW PIKE",3,2024-08-03,2025-05-10,37072,35
"3053 BRICK CHURCH PIKE",3,2021-07-14,2025-03-01,37207,32
"307 DUKE ST",3,2021-11-23,2024-02-10,37207,39
"310 BROADWAY",3,2022-05-05,2025-10-25,37201,37.5
"3103 CLARKSVILLE PIKE",3,2022-02-18,2024-12-22,37218,46
"312 BROADWAY",3,2021-06-20,2024-08-10,37201,48.5
"314 11TH AVE S",3,2021-07-02,2025-09-26,37203,22
"316 BRENTWOOD OAKS DR",3,2024-01-07,2024-03-18,37211,20
"316 BROADWAY",3,2024-06-10,2024-09-19,37201,23
