"Address","total_calls","first_call","last_call","Zip","median_age"
"1029 1ST AVE S",2,2018-09-14,2021-09-22,37210,53
"103 BENSON RD",2,2018-07-08,2019-08-09,37214,31
"103 BURNING TREE DR",2,2022-01-05,2022-06-04,37076,46
"103 DELLROSE DR",2,2022-10-31,2023-07-23,37214,44.5
"103 HARRIS ST",2,2020-09-02,2020-12-08,37115,55
"103 HART LN",2,2023-01-05,2023-01-11,37207,42
"103 OLD TRINITY LN",2,2018-07-03,2025-06-15,37207,65
"103 TIMBERLINE CT",2,2023-10-08,2023-11-04,37207,25
"1030 2ND AVE S",2,2016-01-09,2024-12-15,37210,24
"1033 HAMMACK CT",2,2019-02-16,2020-05-31,37214,26.5
"1034 16TH AVE N",2,2017-11-02,2021-10-25,37208,23.5
"1035 14TH AVE N",2,2022-07-26,2024-08-13,37208,36
"1035 EDGEHILL AVE",2,2023-02-15,2023-02-15,37203,30
"1036 GRANADA AVE",2,2022-02-14,2023-08-28,37206,40.5
"1037 28TH AVE N",2,2019-02-12,2025-06-29,37209,45
"1037 DR D B TODD JR BLVD",2,2023-11-19,2024-02-04,37208,41
"1039 28TH AVE N",2,2023-06-20,2025-08-06,37209,27
"104 DOWNWIND CT",2,2025-03-08,2025-08-27,37217,26.5
"104 HICKERSON ST",2,2022-05-19,2023-05-11,37138,47
"104 QUEEN AVE",2,2018-11-21,2022-02-14,37207,46
"104 ROLYNN DR",2,2016-02-26,2019-02-24,37210,41.5
"1043 GENERAL GEORGE PATTON RD",2,2018-10-15,2019-08-29,37221,39
"1048 COLO TRL",2,2021-03-03,2021-05-26,37013,46.5
"105 21ST AVE S",2,2024-08-13,2024-11-02,37212,19
"105 EWING DR",2,2024-12-11,2025-04-22,37207,NA
"105 FIVE OAKS DR",2,2023-01-13,2023-02-24,37217,38.5
"105 UNIVERSITY CT",2,2021-02-25,2022-02-23,37210,40
"1050 HERITAGE DR",2,2020-01-13,2021-03-03,37115,56
"1050 MURFREESBORO PIKE",2,2023-01-03,2023-05-26,37217,34
"1055 PINE ST",2,2019-01-24,2023-04-03,37203,29.5
"106 26TH ST",2,2023-06-05,2023-07-16,37138,NA
"107 BEVERLY DR",2,2016-06-07,2017-02-24,37115,33.5
"107 HAYNES PARK CT",2,2021-09-04,2021-10-09,37218,54
"107 HERITAGE TRACE DR",2,2024-07-08,2024-07-30,37115,32
"107 RAYON DR",2,2019-05-25,2020-06-01,37138,38
"107 TRELLIS WAY",2,2019-07-18,2019-11-21,37072,35
"108 DONELSON PIKE",2,2022-10-10,2023-05-16,37214,32
"108 GARRETT DR",2,2018-07-26,2020-09-09,37072,39
"108 SCENIC VIEW RD",2,2024-09-28,2025-05-18,37138,57
"108 THOMPSON LN",2,2017-07-23,2019-03-19,37211,30
"108 TUCKAHOE SQ E",2,2016-01-24,2018-02-06,37207,NA
"1088 MURFREESBORO PKE",2,2019-10-04,2020-05-23,37217,34
"1089 BARNES RD",2,2016-12-23,2018-07-04,37013,40.5
"109 COLONY PT E",2,2021-12-05,2025-01-09,37217,47.5
"109 COMMERCE ST",2,2020-03-31,2020-04-24,37138,53
"109 ENCLAVE CIR",2,2021-07-28,2021-10-07,37211,28
"109 SADLER CT",2,2017-09-29,2020-09-03,37210,53.5
"109 SHACKLETT LANE CT",2,2022-09-29,2023-04-17,37013,30
"109 SPERO RD",2,2019-11-07,2019-11-14,37072,33
"109 VANDIVER DR",2,2020-09-08,2021-05-08,37115,27
"1098 MURFREESBORO PIKE",2,2022-07-17,2024-09-10,37217,54
"10TH AV N / JEFFERSON ST",2,2018-02-24,2019-11-08,37208,37
"10TH AVE N & BROADWAY",2,2023-06-20,2024-09-01,37203,37
"10TH AVE N & JEFFERSON ST",2,2023-09-15,2025-08-06,37208,59
"11 CARROLL ST",2,2022-06-13,2024-11-03,37210,34
"110 31ST AVE N",2,2016-06-03,2025-06-09,37203,39
"110 3RD AV S",2,2019-08-09,2020-05-02,37201,23
"110 BROOKE CASTLE DR",2,2020-04-01,2021-01-24,37076,52.5
"110 FAIN ST",2,2019-07-04,2022-07-12,37210,31
"110 GIBSON DR",2,2016-07-08,2016-09-27,37115,33.5
"110 LAFAYETTE ST",2,2017-04-15,2025-11-08,37210,37
"110 SHUTE LN",2,2018-04-22,2021-04-17,37138,26
"1100 FORT NEGLEY BLVD",2,2021-11-20,2022-02-27,37203,32.5
"1100 HAMMAN HILL LN",2,2025-03-02,2025-03-03,37211,38
"1100 LISCHEY AVE",2,2019-03-24,2022-12-31,37207,64.5
"1100 MURFREESBORO PIKE",2,2024-05-16,2024-12-22,37217,NA
"1100 STRATTON AVE",2,2023-05-19,2024-05-19,37206,48
"1100 SUNSET CIR",2,2017-09-30,2024-09-18,37207,51
"1101 EDGEHILL AV",2,2020-01-12,2020-03-04,37203,69
"1101 S DOUGLAS AV",2,2020-06-20,2020-06-30,37204,55
"1101 STAINBACK AVE",2,2019-03-17,2022-06-30,37207,29.5
"1102 DEW ST",2,2016-05-15,2018-07-24,37206,57
"1102 EASTDALE AVE",2,2021-03-21,2021-03-22,37216,21
"1103 DEFORD BAILEY AVE",2,2023-09-28,2024-08-20,37203,NA
"1103 FOREST RIDGE WAY",2,2021-03-12,2021-03-18,37076,52
"1104 16TH AVE S",2,2024-08-15,2025-04-01,37212,37.5
"1104 JOSEPH AVE",2,2018-03-06,2023-07-13,37207,54
"1106 JEFFERSON ST",2,2016-10-20,2025-12-30,37208,62
"1106 RURAL HILL RD",2,2022-06-08,2022-06-24,37217,25.5
"1108 57TH AVE N",2,2016-12-24,2017-01-09,37209,40
"1108 GIBSON DR",2,2020-02-25,2020-08-06,37115,52.5
"1109 BELL GRIMES LN",2,2017-06-20,2019-03-02,37207,33.5
"111 2ND AVE N",2,2019-01-04,2021-04-09,37201,28
"111 CANDY LN",2,2021-10-06,2024-02-26,37211,27.5
"111 FOX TRL",2,2020-02-21,2020-12-04,37221,37.5
"111 STAR BLVD",2,2021-07-20,2021-08-06,37115,38
"1110 CABANA DR",2,2017-01-21,2021-10-03,37214,52.5
"1110 STOCKELL ST",2,2019-07-30,2019-10-01,37207,60.5
"1111 ARBOR LAKE BLVD",2,2018-06-14,2018-10-22,37076,52
"1111 GALLATIN AVE",2,2021-03-07,2021-11-03,37206,24.5
"1111 GALLATIN PIKE S",2,2024-03-20,2025-05-25,37115,46
"1112 W GROVE AV",2,2019-12-27,2020-04-09,37203,71.5
"1113 WESTCHESTER DR",2,2016-05-29,2016-07-06,37207,63.5
"1115 CAMPBELL ST",2,2020-02-20,2023-08-12,37206,30
"1116 MERIDIAN ST",2,2017-08-14,2021-08-01,37207,42
"1117 CAMPBELL ST",2,2016-01-18,2018-02-10,37206,35
"1117 GALLATIN PKE S",2,2019-11-29,2020-12-04,37115,36.5
"1118 MENZLER RD",2,2022-08-05,2022-10-21,37210,41
"1118 THOMPSON PL",2,2019-05-31,2023-05-17,37217,76
"112 BRIDGEWAY DR",2,2019-06-08,2019-06-08,37211,25
"112 BURNING TREE DR",2,2018-12-17,2019-02-06,37076,37
"112 S 11TH ST",2,2017-11-25,2025-10-31,37206,50
"1120 3RD AVE N",2,2018-06-05,2018-09-13,37208,35
"1120 MCGAVOCK ST",2,2021-05-06,2021-08-25,37203,37
"1120 MURFREESBORO PIKE",2,2021-04-28,2022-05-07,37217,34
"1121 RIVERBIRCH WAY",2,2024-10-07,2024-10-18,37076,21.5
"1122 LITTON AVE",2,2024-03-27,2024-10-21,37216,36
"1123 HORTON AVE",2,2021-06-02,2023-02-07,37203,61
"1124 32ND AVE N",2,2018-03-20,2024-04-13,37209,52
"1125 10TH AVE N",2,2021-10-13,2023-10-05,37208,34
"1125 MURFREESBORO PIKE",2,2022-02-02,2023-01-11,37217,29
"1126 HAROLD DR",2,2019-07-24,2021-01-23,37217,38
"1129 DUE WEST AVE N",2,2025-07-17,2025-08-11,37115,43
"1129 PALMER AVE",2,2021-10-21,2024-05-19,37115,44.5
"113 2ND AVE N",2,2021-11-26,2022-03-25,37201,NA
"113 UNIVERSITY CT",2,2022-02-07,2024-10-30,37205,43
"1133 E OLD HICKORY BLVD",2,2021-06-29,2022-01-05,37115,56
"1136 BUBBLING WELL RD",2,2019-08-14,2020-01-03,37115,42
"114 28TH ST",2,2020-03-15,2021-09-05,37138,38
"114 8TH AV S",2,2020-10-15,2020-11-14,37203,38
"114 BRENTWOOD SQ",2,2017-01-22,2017-02-18,37211,29
"114 E OLD HICKORY BLVD",2,2022-07-08,2023-03-16,37115,44
"114 SARVER AV",2,2019-09-01,2020-07-08,37115,46
"1140 GALLATIN PIKE S",2,2018-12-30,2024-02-03,37115,37
"1141 BELL RD",2,2019-12-01,2021-07-07,37013,26
"1142 GALLATIN PIKE S",2,2021-05-03,2022-04-07,37115,28.5
"1142 GALLATIN PKE S",2,2020-02-09,2020-04-30,37115,30
"1144 GALLATIN PIKE S",2,2019-06-04,2023-04-03,37115,34
"1147 HORTON AVE",2,2018-07-23,2022-08-27,37203,57
"1149 DICKERSON PIKE S",2,2023-11-19,2024-09-13,37072,43.5
"115 CHEROKEE HILLS DR",2,2018-05-29,2019-03-24,37013,16.5
"115 FOREST PARK RD",2,2021-03-15,2021-09-21,37115,43.5
"115 WOODMONT BLVD",2,2018-02-14,2018-12-19,37205,54.5
"1157 LAKEWALK DR",2,2024-04-30,2024-05-19,37013,20
"116 5TH AVE N",2,2016-11-27,2017-09-25,37219,20
"116 COLEMONT DR",2,2016-10-24,2020-08-16,37013,42
"116 CORBRIDGE CT",2,2017-01-23,2017-02-15,37072,18
"116 MCFERRIN AVE",2,2022-05-04,2022-05-14,37206,35
"116 RANDY RD",2,2016-09-23,2016-10-01,37115,58
"116 S MAIN ST",2,2022-01-23,2024-01-03,37072,31.5
"1163 DEFORD BAILEY AVE",2,2023-12-15,2024-08-24,37203,43.5
"1164 MURFREESBORO PIKE",2,2021-05-12,2022-02-24,37217,38.5
"117 KAREN RAY CT",2,2016-01-19,2019-10-18,37013,46
"1175 MURFREESBORO PIKE",2,2018-08-23,2025-12-20,37217,21
"1175 MURFREESBORO PKE",2,2016-02-11,2020-12-07,37217,44.5
"1177 MURFREESBORO PIKE",2,2016-10-25,2022-08-03,37217,50.5
"118 12TH AVE S",2,2021-09-04,2025-06-13,37203,57.5
"1188 MURFREESBORO PIKE",2,2021-11-14,2022-02-14,37217,41.5
"119 HARRIS ST",2,2019-04-15,2019-05-08,37072,53.5
"119 RHINE DR",2,2022-12-23,2023-11-06,37115,42
"1190 GALLATIN PKE S",2,2019-08-17,2020-08-11,37115,47
"11TH AVE S / HORTON AVE",2,2021-11-23,2022-08-01,37203,42.5
"12 N HILL ST",2,2024-12-14,2025-06-05,37210,62
"120 ATHENS WAY",2,2017-03-23,2018-02-05,37228,42.5
"120 CARTWRIGHT CT",2,2018-03-19,2018-09-01,37072,53
"120 CROSS TIMBERS DR",2,2018-02-03,2018-12-15,37221,31.5
"120 WHITE BRIDGE PIKE",2,2016-10-17,2017-12-01,37205,37
"1200 11TH AVE S",2,2023-06-05,2025-02-23,37203,31
"1200 ARDEE AVE",2,2017-02-01,2017-02-01,37216,36
"1200 AVONDALE CIR",2,2024-02-19,2024-03-09,37207,41
"1200 ORDWAY PL",2,2016-01-03,2016-01-08,37206,28
"1201 DEMONBREUN ST",2,2017-01-31,2023-05-07,37203,37
"1201 GALLATIN PKE S",2,2020-08-19,2020-11-26,37115,NA
"1201 MURFREESBORO PIKE",2,2016-12-18,2017-04-26,37217,24.5
"1202 11TH AVE S",2,2018-06-08,2022-03-14,37203,33.5
"1202 BROADWAY",2,2020-06-29,2020-12-22,37203,46
"1203 51ST AVE N",2,2017-01-19,2019-05-28,37209,50
"1203 DAVIDSON ST",2,2020-05-23,2024-10-02,37206,36
"1203 EDGEHILL AVE",2,2023-04-03,2023-04-26,37212,29
"1204 14TH AVE S",2,2022-05-07,2023-06-04,37212,16
"1204 BELLSHIRE DR",2,2018-06-26,2018-09-18,37207,52
"1204 JACKSONS VIEW RD",2,2020-06-12,2023-07-20,37076,50
"1204 SCHRADER ACRES DR",2,2018-04-13,2025-06-01,37208,23.5
"1205 EDGEHILL AVE",2,2018-11-09,2024-10-10,37212,19
"1205 NEELYS BEND RD",2,2018-09-21,2019-01-19,37115,34
"1206 14TH AVE S",2,2016-09-24,2017-04-15,37212,15
"1207 BUBBLING WELL RD",2,2020-02-26,2022-09-19,37115,56.5
"1207 DARBYTOWN DR",2,2018-09-10,2021-05-18,37207,48.5
"1207 JONES ST",2,2017-04-15,2020-05-08,37138,34
"1207 KATIE AVE",2,2022-03-16,2023-02-10,37216,46.5
"1208 BUBBLING WELL RD",2,2022-01-16,2022-01-23,37115,37
"1208 KIRKWOOD AVE",2,2016-05-29,2016-06-14,37212,44
"1208 N 6TH ST",2,2016-09-25,2024-05-13,37207,40
"1208 SPRINGWOOD DR",2,2023-05-02,2025-06-27,37076,42
"1208 W H DAVIS DR",2,2024-04-11,2024-05-06,37208,29
"1209 AINLAY DR",2,2016-06-06,2019-09-17,37217,46
"1209 GALLATIN PIKE S",2,2021-05-09,2021-09-25,37115,36
"1210 BUBBLING WELL RD",2,2021-04-06,2023-04-16,37115,38.5
"1211 BRICK CHURCH PIKE",2,2023-04-30,2025-07-13,37207,54.5
"1211 DEBOW ST",2,2023-03-16,2023-09-12,37138,NA
"1211 GALLATIN PKE S",2,2019-07-03,2020-09-11,37115,30.5
"1211 MEDICAL CENTER DR",2,2021-05-02,2023-11-12,37212,32
"1212 E OLD HICKORY BLVD",2,2018-12-07,2020-12-14,37115,35.5
"1212 FOSTER AVE",2,2023-02-21,2023-07-23,37210,15
"1212 MURFREESBORO PIKE",2,2022-06-03,2025-09-30,37217,51.5
"1212 SYCAMORE RD",2,2022-06-26,2023-03-16,37204,38.5
"1213 DICKERSON PIKE S",2,2018-04-06,2023-04-28,37072,43.5
"1214 CHURCH ST",2,2017-03-21,2023-06-07,37246,48
"1215 CHEYENNE BLVD",2,2021-09-10,2021-10-08,37115,77
"1216 GREENWOOD CT",2,2019-07-31,2019-10-12,37206,25
"1216 LEWIS ST",2,2024-05-11,2024-10-12,37210,58
"1216 ORCHARD MOUNTAIN CT",2,2021-08-26,2021-10-28,37013,27
"1216 PENNOCK AVE",2,2018-07-10,2021-10-23,37207,17
"1216 SPRINGWOOD DR",2,2024-01-27,2025-08-13,37076,30
"1218 MURFREESBORO PIKE",2,2024-08-29,2025-08-16,37217,45
"122 4TH AVE S",2,2017-01-12,2022-11-06,37201,42
"122 CEDARWOOD LN",2,2021-10-18,2021-12-16,37115,59.5
"122 W MONTICELLO AVE",2,2022-04-17,2025-10-28,37115,45
"1221 CLUB PKWY",2,2022-07-27,2024-11-02,37221,75
"1221 DIVISION ST",2,2020-07-07,2023-01-15,37203,38
"1222 TULIP GROVE RD",2,2017-12-13,2019-10-12,37076,27.5
"1223 DICKERSON PIKE",2,2018-07-20,2023-12-04,37207,49
"1225 WEXFORD DOWNS LN",2,2017-01-20,2017-12-16,37211,36.5
"1226 LOWES LN",2,2019-10-23,2020-04-08,37072,48.5
"1227 AVONDALE CIR",2,2018-12-05,2024-12-20,37207,46
"1227 LONDON BRIDGE RD",2,2018-10-08,2022-12-06,37115,53
"1229 OLD DICKERSON PKE",2,2019-11-01,2020-07-09,37072,59
"123 2ND AV S",2,2020-02-04,2020-02-07,37201,27
"123 2ND AVE N",2,2021-09-24,2022-08-30,37201,43.5
"1232 3RD AVE N",2,2019-06-14,2023-01-28,37208,28
"1232 NORTHGATE BUSINESS PKWY",2,2020-10-23,2022-06-25,37115,22
"1234 KENMORE PL",2,2025-08-30,2025-10-03,37216,41
"1237 PIERCE RD",2,2021-09-08,2025-08-27,37115,35
"124 BOYCE CT",2,2019-03-30,2019-08-16,37218,52
"124 TUSCULUM SQUARE DR",2,2020-04-22,2020-06-18,37211,56.5
"1241 MCGAVOCK PIKE",2,2018-12-05,2025-12-21,37216,22
"1241 ROBINSON RD",2,2019-05-10,2022-06-22,37138,33
"1245 SIOUX TER",2,2018-04-20,2018-04-26,37115,47
"12457 OLD HICKORY BLVD",2,2020-06-14,2020-08-07,37013,20
"125 CHARLES E DAVIS BLVD",2,2023-04-29,2024-01-12,37210,53
"125 MUSIC CITY CIR",2,2017-02-18,2021-03-16,37214,59.5
"1250 OLD HICKORY BLVD",2,2023-02-17,2025-02-14,37027,28.5
"126 3RD AVE N",2,2025-03-12,2025-07-04,37201,24
"126 CHAMPNEY CT",2,2023-12-22,2025-03-22,37072,29
"126 CHARLES E DAVIS BLVD",2,2016-11-14,2024-12-24,37210,21.5
"126 EMMITT AV",2,2020-03-28,2020-04-01,37115,37.5
"1264 JACKSONS HILL RD",2,2018-06-14,2020-02-21,37076,33
"127 ROSA L PARKS BLVD",2,2024-05-21,2025-03-27,37203,49
"127 UNIVERSITY CT",2,2022-11-12,2025-10-10,37210,25
"1271 LOWES LN",2,2016-10-18,2017-02-08,37072,41
"1273 JACKSONS HILL RD",2,2016-03-05,2017-08-25,37076,40
"1274 CHEYENNE BLVD",2,2017-12-06,2020-03-04,37115,36
"12751 OLD HICKORY BLVD",2,2019-12-07,2020-11-16,37013,50
"1277 ANTIOCH PKE",2,2020-12-25,2021-01-19,37211,34
"128 LAFAYETTE ST",2,2022-02-04,2022-07-13,37210,52.5
"128 LUCILE ST",2,2021-04-11,2023-08-27,37207,44
"1288 LEWIS ST",2,2023-07-14,2023-11-04,37210,27
"129 HARRINGTON AVE",2,2023-03-03,2023-08-27,37115,25
"12TH AV N / GRUNDY ST",2,2018-03-10,2020-01-29,37203,20
"12TH AV S / PINE ST",2,2019-03-15,2020-04-30,37203,41
"12TH AVE N & BROADWAY",2,2023-07-03,2025-10-03,37203,39
"12TH AVE N & BUCHANAN ST",2,2023-09-24,2024-04-17,37208,49
"12TH AVE S & BROADWAY",2,2023-08-23,2024-05-07,37203,29
"12TH AVE S / MCGAVOCK ST",2,2022-06-17,2022-08-05,37203,38
"130 3RD AVE N",2,2024-05-04,2025-07-13,37201,47
"130 HEARTHSTONE MANOR CIR",2,2018-02-14,2020-11-11,37027,94.5
"130 LAFAYETTE ST",2,2020-09-12,2021-08-30,37210,24
"1300 GALLATIN PKE N",2,2020-04-04,2020-10-02,37115,53
"13020 OLD HICKORY BLVD",2,2019-07-20,2022-09-28,37013,39
"1304 CHEYENNE BLVD",2,2019-05-11,2024-09-01,37115,33.5
"1304 N AVONDALE CIR",2,2017-01-25,2019-10-26,37207,44.5
"1305 3RD AVE N",2,2023-07-13,2025-01-26,37208,45.5
"1305 BESSIE AVE",2,2022-12-12,2022-12-14,37207,30.5
"1305 BUSIRIS DR",2,2022-11-06,2024-12-23,37076,29
"1307 EDGEHILL AVE",2,2024-08-01,2024-09-28,37212,15
"1307 PIERCE RD",2,2022-04-12,2022-04-16,37115,41
"1308 ROSA L PARKS BLVD",2,2020-07-28,2022-06-30,37208,38
"1309 DEBOW ST",2,2020-08-13,2022-02-17,37138,34
"1309 QUAIL VALLEY RD",2,2016-08-11,2021-01-26,37214,33
"131 GALLATIN PIKE S",2,2021-10-30,2022-03-28,37115,27.5
"1310 ANTIOCH PKE",2,2020-03-04,2020-06-29,37211,26.5
"1310 EASTLAND AVE",2,2016-01-13,2018-01-20,37206,56.5
"1311 PIERCE RD",2,2023-07-28,2025-06-19,37115,40.5
"1313 51ST AV N",2,2020-03-26,2020-06-15,37209,22.5
"1315 DAVIDSON ST",2,2019-07-21,2020-03-29,37206,25
"1315 GALLATIN AVE",2,2017-03-31,2021-03-16,37206,49
"1319 QUAIL VALLEY RD",2,2025-01-22,2025-06-12,37214,49
"1320 TULIP GROVE RD",2,2018-04-14,2019-07-12,37076,30
"1322 WESTCHESTER DR",2,2022-12-16,2023-02-07,37207,43
"1329 PIERCE RD",2,2016-08-08,2017-08-19,37115,58.5
"133 TWIN OAKS DR",2,2017-01-31,2017-02-03,37211,25
"1330 CRYSTAL SPRING LN",2,2020-08-26,2021-09-21,37076,42.5
"1330 DICKERSON PIKE",2,2017-01-30,2025-06-01,37207,44
"13306 OLD HICKORY BLVD",2,2016-11-02,2018-09-13,37013,42
"1332 GENERAL GEORGE PATTON RD",2,2019-12-22,2022-08-13,37221,34
"1333 MCALPINE AVE",2,2018-01-10,2019-05-02,37216,56.5
"13336 OLD HICKORY BLVD",2,2017-07-09,2017-10-29,37013,43.5
"134 CANTON CT",2,2019-08-03,2019-12-18,37072,31
"1341 PENNOCK AVE",2,2022-07-02,2023-04-24,37207,28.5
"1345 BELL RD",2,2020-03-02,2020-09-02,37013,37
"135 FERN AVE",2,2022-03-08,2022-03-09,37228,31
"135 HICKORY TRACE DR",2,2021-05-22,2024-08-25,37211,42.5
"136 CHARLES E DAVIS BLVD",2,2017-11-06,2020-03-17,37210,42.5
"136 VILLAGE GREEN DR",2,2021-10-10,2021-10-11,37217,30
"1360 11TH AVE S",2,2021-03-06,2021-03-24,37203,26
"137 KAREN RAY CT",2,2020-03-07,2022-01-07,37013,26
"137 N 6TH ST",2,2016-03-16,2016-11-24,37206,40
"138 2ND AVE N",2,2016-10-16,2017-06-24,37201,33
"138 FAIN ST",2,2017-03-03,2019-03-11,37210,54
"138 GALLATIN PIKE S",2,2021-08-07,2024-10-10,37115,34
"139 JACKSONIAN DR",2,2021-05-02,2021-05-03,37076,48
"139 UNIVERSITY CT",2,2019-06-05,2020-03-15,37210,24
"1397 FLORENCE AVE",2,2024-08-12,2024-11-02,37115,38
"14 CLAIBORNE ST",2,2025-03-30,2025-07-02,37210,32.5
"14 UNIVERSITY CT",2,2024-11-15,2024-12-08,37210,21
"140 CUDE LN",2,2017-05-25,2020-06-27,37115,40.5
"1400 GALLATIN PIKE N",2,2021-02-08,2023-09-06,37115,NA
"1400 WOODLAND ST",2,2021-07-29,2025-06-01,37206,37
"1401 3RD AVE N",2,2019-01-16,2021-09-18,37208,21.5
"1401 CHARLOTTE AV",2,2020-03-12,2020-05-13,37203,30
"1401 JACKSON ST",2,2022-01-15,2023-05-04,37208,52
"14016 OLD HICKORY BLVD",2,2022-10-30,2025-08-07,37013,35.5
"1402 IRELAND ST",2,2021-05-26,2022-07-09,37208,51
"1403 DOUBLETREE LN",2,2022-10-02,2022-10-03,37217,21
"1405 14TH AVE N",2,2022-10-16,2023-10-20,37208,60
"1405 18TH AVE S",2,2021-02-21,2023-04-29,37212,19
"1405 MOHAWK TRL",2,2020-01-11,2023-05-14,37115,52.5
"1405 PAWNEE TRL",2,2016-09-01,2025-08-28,37115,61.5
"1406 COUNTY HOSPITAL RD",2,2017-11-15,2022-04-09,37218,43
"1407 21ST AVE N",2,2022-02-25,2023-08-27,37208,35.5
"1408 9TH AVE N",2,2021-07-05,2022-09-24,37208,56
"1408 EDGEHILL AVE",2,2017-07-04,2018-01-03,37212,46.5
"1408 GALLATIN PIKE N",2,2021-11-01,2023-07-28,37115,25
"1408 HICKORY HOLLOW TER",2,2021-05-21,2021-08-04,37013,34
"1408 ROBERTS AVE",2,2022-03-08,2023-02-28,37206,34
"1409 SPRUCEDALE DR",2,2023-08-06,2023-12-16,37013,NA
"141 UNA RECREATION RD",2,2023-08-11,2024-11-12,37217,52.5
"1410 BRICK CHURCH PKE",2,2019-07-16,2021-01-01,37207,39
"1410 IRELAND ST",2,2023-06-06,2025-10-12,37208,15.5
"1410 ROBERTS AVE",2,2017-03-10,2023-09-04,37206,34.5
"1411 IRELAND ST",2,2021-01-11,2025-04-16,37208,45
"1411 JACKSON ST",2,2024-01-19,2024-09-23,37208,49
"1412 COUNTY HOSPITAL RD",2,2017-12-27,2019-09-05,37218,62.5
"1415 MOUNTAIN VALLEY BND",2,2018-02-25,2018-05-13,37209,49
"1418 10TH AVE N",2,2018-10-02,2024-02-18,37208,67
"1418 WINTHORNE DR",2,2023-10-27,2024-04-16,37217,NA
"142 CHARLES E DAVIS BLVD",2,2021-09-26,2024-08-10,37210,24
"142 SADDLE TREE DR",2,2021-08-20,2021-10-18,37076,45
"1420 DONELSON PIKE",2,2024-07-26,2025-10-03,37217,38
"1420 GALLATIN PKE N",2,2016-02-09,2019-11-30,37115,34.5
"1421 FRANKLIN AVE",2,2016-05-21,2018-03-09,37206,45
"1425 PELLICAN PT",2,2021-06-12,2021-12-26,37115,47
"1431 DICKERSON PIKE",2,2021-08-10,2022-04-23,37207,35.5
"1431 ROBINSON RD",2,2023-05-31,2023-08-15,37138,37
"144 SADDLE TREE DR",2,2020-10-05,2022-03-31,37076,51.5
"1441 12TH AVE S",2,2019-04-18,2021-03-19,37203,41
"1448 DOUBLETREE LN",2,2017-12-15,2020-08-05,37217,17
"1450 GOULD BLVD",2,2023-06-15,2024-08-26,37086,33
"146 NOEL COVE CIR",2,2023-12-15,2024-02-25,37076,55
"146 SCENIC VIEW RD",2,2016-08-29,2017-12-21,37138,57.5
"1465 TIMBER RIDGE CIR",2,2017-09-12,2020-01-30,37211,42
"1467 BELL RD",2,2023-04-29,2025-04-05,37013,33.5
"1480 ROBINSON RD",2,2016-10-26,2020-06-08,37138,43.5
"1485 DOLAN RD",2,2017-08-17,2023-10-28,37218,17.5
"14885 OLD HICKORY BLVD",2,2020-06-22,2023-08-19,37013,29
"149 UNIVERSITY CT",2,2018-09-01,2020-06-10,37210,30
"1497 COUNTY HOSPITAL RD",2,2017-12-13,2023-08-27,37218,49.5
"14991 OLD HICKORY BLVD",2,2016-01-03,2024-03-03,37211,42
"14TH AVE N & BROADWAY",2,2023-09-23,2025-10-03,37203,47.5
"14TH AVE N / BROADWAY",2,2021-10-13,2022-12-20,37203,57
"15 HERMITAGE AVE",2,2017-03-04,2024-04-06,37210,39
"15 ROLLING MEADOWS DR",2,2019-07-19,2022-04-24,37072,42.5
"15 UNIVERSITY CT",2,2022-06-17,2023-05-28,37210,26
"150 2ND AVE S",2,2018-05-19,2024-07-06,37201,47
"150 DAVIDSON RD",2,2023-12-19,2023-12-19,37205,12
"1500 BELL RD",2,2024-11-06,2026-01-03,37013,2
"15001 OLD HICKORY BLVD",2,2022-07-28,2025-05-25,37211,42
"1501 LEBANON PIKE",2,2019-03-06,2021-12-09,37210,45.5
"1504 18TH AVE S",2,2016-02-27,2019-02-03,37212,29.5
"1504 FATHERLAND ST",2,2021-01-10,2021-03-14,37206,29
"1507 CEDAR LN",2,2020-11-09,2020-11-09,37212,38
"1508 DICKERSON PKE",2,2020-10-18,2020-11-20,37207,20
"1508 MEADOW BEND DR",2,2019-04-10,2025-01-27,37115,47.5
"1509 AARONWOOD DR",2,2019-07-06,2020-05-29,37138,35.5
"1509 DR D B TODD JR BLVD",2,2019-10-05,2019-12-14,37208,40
"151 6TH AVE N",2,2023-02-22,2023-10-15,37219,30.5
"151 STONERS GLEN DR",2,2022-10-15,2022-10-29,37076,72.5
"1510 BRANCH ST",2,2018-02-01,2023-03-01,37206,27
"1510 ZERMATT AVE",2,2016-11-16,2022-09-22,37211,32
"1511 23RD AVE N",2,2016-07-07,2018-03-15,37208,49
"1511 ANDY ST",2,2016-08-27,2017-12-01,37216,50
"15128 OLD HICKORY BLVD",2,2016-04-24,2019-05-05,37211,24
"1513 HAMPTON ST",2,2023-11-21,2024-06-12,37207,NA
"1514 ANDY ST",2,2020-01-31,2020-10-04,37216,30.5
"1515 WEDGEWOOD AVE",2,2022-08-28,2022-12-13,37212,31.5
"1517 CHURCH ST",2,2018-06-23,2022-08-12,37203,NA
"1517 WHITE PINE CT",2,2018-05-21,2019-03-06,37214,29
"1518 DOUBLETREE LN",2,2021-12-19,2022-03-13,37217,17
"1519 ARTHUR AVE",2,2023-04-02,2023-04-11,37208,57
"1519 SHELBY AVE",2,2016-03-31,2016-12-07,37206,65.5
"1520 PORTER RD",2,2018-06-12,2021-03-23,37206,24.5
