"Address","total_calls","first_call","last_call","Zip","median_age"
"4711 ANDREW JACKSON PKWY",4,2020-01-23,2020-09-29,37076,31
"4820 FRANKLIN PKE",4,2016-03-02,2020-01-24,37220,16
"491 RURAL HILL RD",4,2016-04-17,2020-08-11,37217,45
"500 BROOKSBORO TER",4,2016-01-05,2020-04-24,37217,26
"5000 CLARKSVILLE PIKE",4,2016-12-28,2019-05-21,37189,41
"501 HICKORY HILLS BLVD",4,2016-12-19,2020-06-13,37189,37
"509 SCHOLARSHIP DR",4,2017-10-18,2019-02-21,37209,38
"511 ARBOR KNOLL BLVD",4,2017-02-09,2019-06-17,37013,25
"512 1ST AVE N",4,2016-10-28,2019-05-20,37201,37
"5131 HARDING PL",4,2017-11-04,2019-02-22,37211,33.5
"515 HERITAGE DR",4,2016-05-23,2020-11-08,37115,69.5
"519 NORTON AV",4,2019-07-09,2019-10-18,37207,42
"519 NORTON AVE",4,2016-01-04,2019-05-11,37207,50.5
"522 CURTIS HOLLOW RD",4,2017-08-17,2019-12-23,37013,70
"5430 OLD HICKORY BLVD",4,2018-01-01,2020-09-23,37076,29.5
"5491 CLARKSVILLE PIKE",4,2016-10-26,2019-06-05,37189,27.5
"5600 CHARLOTTE PIKE",4,2017-12-01,2019-06-14,37209,34
"561 OWENDALE DR",4,2018-05-09,2020-10-08,37013,26
"5610 OLD HICKORY BLVD",4,2018-05-14,2019-12-29,37076,29
"5621 FRANKLIN PIKE",4,2016-11-23,2017-11-19,37027,27.5
"567 HIGHCREST DR",4,2018-05-05,2019-05-05,37211,31.5
"570 CHURCH ST E",4,2016-01-17,2020-04-04,37027,46.5
"5731 RIVER RD",4,2017-09-12,2020-04-04,37209,51.5
"575 JOYCE LN",4,2017-03-02,2019-10-14,37216,13
"5825 CROSSINGS BLVD",4,2017-06-07,2021-01-01,37013,41.5
"600 CHEYENNE BLVD",4,2016-02-24,2020-01-01,37115,53
"600 HERITAGE DR",4,2016-09-27,2019-11-19,37115,24.5
"601 2ND AVE S",4,2017-10-19,2019-06-15,37210,33
"601 OLD HICKORY BLVD",4,2017-06-06,2018-10-18,37027,49
"615 CHURCH ST",4,2016-12-15,2019-11-27,37219,33
"620 GALLATIN PIKE S",4,2016-04-20,2018-10-17,37115,45
"621 N DUPONT AVE",4,2017-07-07,2017-11-30,37115,49.5
"622 CHURCH ST E",4,2017-12-03,2020-02-27,37027,29
"625 BENTON AV",4,2019-08-17,2020-05-27,37204,55
"625 BENTON AVE",4,2016-06-25,2018-05-04,37204,57
"625 NETHERLANDS DR",4,2017-12-02,2020-01-04,37076,44
"6430 CHARLOTTE PKE",4,2020-03-19,2020-09-03,37209,35
"645 OLD HICKORY BLVD",4,2019-06-04,2020-12-27,37221,51
"6700 CABOT DR",4,2016-01-30,2017-12-16,37209,25
"6966 HIGHWAY 70 S",4,2019-01-11,2020-10-06,37221,22
"6TH AV S / KOREAN VETERANS BLVD",4,2016-03-17,2019-07-02,37203,45
"7000 CHARLOTTE PIKE",4,2016-05-17,2019-06-26,37209,32
"701 HART AVE",4,2016-07-30,2018-02-04,37206,51
"703 RIVERGATE PKWY",4,2016-02-26,2019-11-07,37072,32
"710 HILL AVE",4,2016-07-14,2018-01-29,37210,44.5
"7102 CHARLOTTE PKE",4,2020-01-16,2020-11-20,37209,42.5
"713 PARK ST",4,2016-12-07,2017-03-29,37209,40
"714 STEWARTS FERRY PIKE",4,2016-11-27,2019-05-28,37214,36.5
"7201 CHARLOTTE PIKE",4,2016-04-16,2017-01-19,37209,45
"721 DUE WEST AVE N",4,2016-02-25,2019-01-07,37115,26
"724 CHICKASAW AVE",4,2016-03-16,2017-09-22,37207,33
"777 MCGAVOCK PIKE",4,2017-04-15,2018-05-14,37214,47.5
"807 CLARK PL",4,2017-02-25,2020-09-28,37203,27.5
"809 WREN RD",4,2017-07-09,2020-09-05,37072,37
"8118 SAWYER BROWN RD",4,2016-08-10,2020-01-21,37221,81.5
"813 DICKERSON PKE S",4,2019-10-15,2020-06-25,37072,79.5
"8207 HIGHWAY 100",4,2016-10-19,2020-04-19,37221,85.5
"822 MURFREESBORO PKE",4,2019-11-18,2020-12-05,37217,60
"83 UNIVERSITY CT",4,2020-03-22,2020-08-14,37210,23
"832 WEDGEWOOD AV",4,2019-08-27,2020-12-27,37203,75.5
"860 OLD HICKORY BLVD W",4,2020-03-27,2020-11-30,37207,33
"865 CLAIBORNE ST",4,2017-11-27,2020-06-21,37210,33
"865 CONFERENCE DR",4,2017-04-14,2020-03-09,37072,38
"869 GARFIELD ST",4,2019-09-14,2020-05-20,37208,55.5
"8898 HIGHWAY 70",4,2018-01-23,2020-07-17,37143,34
"900 GLASTONBURY RD",4,2017-09-08,2020-07-05,37217,36.5
"919 GALLATIN PIKE S",4,2017-11-10,2019-02-09,37115,36
"923 HOSPITAL DR",4,2018-10-19,2020-10-24,37115,34
"DICKERSON PKE / E TRINITY LN",4,2017-11-26,2019-05-27,37207,35.5
"DICKERSON PKE / OLD HICKORY BLVD",4,2017-07-21,2020-10-15,37207,27.5
"ELLINGTON PKWY S EXT RAMP / HART LN",4,2019-08-12,2020-05-30,37207,46.5
"GALLATIN PKE N / MYATT DR",4,2017-11-24,2020-11-12,37115,35
"GALLATIN PKE S / DUE WEST AVE E",4,2016-10-03,2019-06-04,37115,43
"HARDING PL / I24 E",4,2018-10-06,2020-09-29,37211,28.5
"NOLENSVILLE PKE / HARDING PL",4,2017-03-27,2020-09-03,37211,37
"OLD HICKORY BLVD / DICKERSON PIKE",4,2016-11-28,2018-02-24,37207,40
"OPRY MILLS ENT 6",4,2017-05-20,2020-03-07,37214,18.5
"1 CENTURY BLVD",3,2019-09-29,2020-08-08,37214,39
"10 FAIRFIELD AVE",3,2017-07-12,2019-03-27,37210,44
"100 BROADWAY",3,2017-07-09,2018-08-18,37201,40.5
"100 JAMES ROBERTSON PKWY",3,2017-04-13,2020-12-04,37201,34
"100 POWELL PL",3,2016-01-05,2018-08-25,37204,32
"100 RIDGELAKE PKWY",3,2016-05-08,2020-01-22,37209,36
"1000 DONELSON AV",3,2019-07-09,2020-11-24,37138,45
"1001 RIVERSIDE DR",3,2017-10-03,2019-04-05,37206,52
"1005 HICKORY HILL LN",3,2016-03-01,2020-12-07,37076,29
"1006 DOZIER PL",3,2017-01-23,2017-09-13,37216,52
"1006 GALLATIN PIKE S",3,2016-09-12,2019-04-06,37115,27.5
"1006 GALLATIN PKE S",3,2016-01-19,2020-06-14,37115,25
"101 N MAIN ST",3,2017-11-27,2020-03-31,37072,52
"1010 DUE WEST AVE N",3,2017-02-27,2018-01-18,37115,30
"1012 GALLATIN PIKE S",3,2017-09-08,2018-03-25,37115,27
"1014 MASSMAN DR",3,2016-07-16,2018-05-02,37217,32
"1015 JEFFERSON ST",3,2018-01-02,2020-09-11,37208,48
"1019 10TH AVE N",3,2018-07-13,2018-11-25,37208,37
"102 HARRIS ST",3,2016-03-18,2017-11-20,37115,35.5
"1022 HIGHLAND CIR",3,2017-08-26,2020-02-13,37115,30
"1037 28TH AV N",3,2019-07-09,2019-11-13,37209,43
"104 EVE CIR",3,2016-03-11,2020-12-14,37218,59
"104 FANNIN DR",3,2016-02-18,2017-04-28,37072,56
"1045 28TH AVE N",3,2017-05-02,2018-11-27,37209,31
"105 LONG HOLLOW PKE",3,2019-12-04,2020-07-19,37072,30
"105 S MAIN ST",3,2016-04-03,2018-08-11,37072,39
"105 WOODCRAFT CT",3,2019-07-04,2020-01-16,37214,39
"10638 CONCORD RD",3,2016-06-07,2020-06-03,37027,19
"108 1ST AVE S",3,2017-02-20,2018-09-02,37201,39
"108 ARCHWOOD PL",3,2017-04-20,2020-12-28,37115,22
"108 SHOEMAKER DR",3,2016-11-12,2017-12-08,37013,86
"110 HAYWOOD LN",3,2016-05-18,2019-09-08,37211,27
"110 MAPLEWOOD TRCE",3,2018-01-26,2019-06-23,37207,30
"1100 CRYSTAL SPRING LN",3,2016-06-13,2020-11-11,37076,33
"1100 THOMPSON PL",3,2017-05-02,2019-08-03,37217,52
"1103 PETWAY AVE",3,2018-05-09,2019-06-27,37206,53
"1104 ROSA L PARKS BLVD",3,2018-07-14,2020-12-04,37208,43
"111 ACKLEN PARK DR",3,2017-05-20,2019-03-01,37203,48
"111 BROADWAY",3,2018-10-04,2019-10-28,37201,32
"1111 AIRPORT CENTER DR",3,2016-09-24,2018-04-13,37214,37.5
"1112 AIRPORT CENTER DR",3,2016-08-27,2020-12-08,37214,30
"1120 PALMER AV",3,2020-04-20,2020-09-20,37115,37
"1125 N 5TH ST",3,2020-07-09,2020-11-03,37207,37.5
"1125 STAINBACK AV",3,2019-11-20,2020-04-08,37207,29
"1135 BELL RD",3,2017-11-20,2019-07-05,37013,34
"1148 VULTEE BLVD",3,2016-02-19,2020-06-14,37217,36
"116 OPRY PL",3,2017-12-31,2020-03-07,37219,33
"1166 SIOUX TER",3,2016-10-25,2020-08-22,37115,64
"117 ROSCOE ST",3,2020-02-03,2020-08-21,37072,31
"118 8TH AV S",3,2020-07-05,2020-08-13,37203,22
"118 RAINS AVE",3,2018-09-19,2019-06-14,37203,41
"120 3RD AVE S",3,2017-08-19,2017-12-31,37201,21.5
"120 OAK VALLEY DR",3,2019-09-02,2020-03-02,37207,34
"1200 E OLD HICKORY BLVD",3,2016-04-24,2020-10-28,37115,27
"1201 HAYSBORO AVE",3,2017-03-26,2017-11-15,37216,31
"1204 MURFREESBORO PIKE",3,2018-03-03,2018-07-22,37217,28
"1212 LAUREL ST",3,2016-03-28,2019-03-23,37203,56
"1214 E OLD HICKORY BLVD",3,2017-01-03,2020-11-15,37115,47
"122 LIBERTY LN",3,2018-12-14,2020-06-26,37115,34
"1224 TULIP GROVE RD",3,2017-07-14,2020-10-14,37076,43
"123 CUDE LN",3,2018-07-22,2018-11-23,37115,37
"123 EWING DR",3,2017-02-21,2018-08-28,37207,40
"123 LAFAYETTE ST",3,2018-12-31,2019-08-26,37210,48
"127 BAKERTOWN RD",3,2019-02-06,2020-10-10,37211,40
"1298 DICKERSON PKE S",3,2016-01-14,2020-08-16,37072,40
"1300 ANTIOCH PIKE",3,2016-12-06,2018-09-10,37211,58
"1300 GALLATIN PIKE N",3,2017-07-08,2018-12-21,37115,47
"1301 NEELYS BEND RD",3,2016-01-07,2019-09-02,37115,26
"1306 IRELAND ST",3,2016-03-25,2017-06-02,37208,47
"1307 CARDINAL AVE",3,2017-11-01,2018-12-22,37216,32
"1313 53RD AVE N",3,2016-07-03,2017-06-24,37209,39
"13153 OLD HICKORY BLVD",3,2018-08-08,2020-02-07,37013,22
"132 KAREN RAY CT",3,2016-04-20,2016-08-21,37013,37
"1330 VULTEE BLVD",3,2016-09-12,2020-06-29,37217,23
"1331 BELL RD",3,2017-12-19,2019-04-14,37013,29
"134 CHARLES E DAVIS BLVD",3,2017-08-04,2020-09-21,37210,43
"1341 LEWIS ST",3,2018-01-12,2018-11-04,37210,36
"1382 RURAL HILL RD",3,2017-12-24,2018-07-10,37013,23.5
"140 GENERAL JACKSON LN",3,2016-08-07,2016-09-22,37076,40
"1400 CHURCH ST",3,2017-09-04,2018-01-03,37203,37
"1401 ELKHORN PT",3,2016-05-31,2017-09-09,37013,16
"1404 BROADWAY",3,2018-09-04,2020-09-15,37203,42
"1404 DICKERSON PIKE",3,2016-04-29,2019-06-14,37207,47
"1404 HERMAN ST",3,2020-07-10,2020-11-27,37208,35
"1415 MEHARRY BLVD",3,2020-05-07,2020-05-30,37208,63
"1425 GALLATIN PKE N",3,2020-08-19,2020-12-23,37115,40
"1425 MERIDIAN ST",3,2019-07-13,2020-09-26,37207,61
"1430 BELL RD",3,2019-03-18,2020-04-27,37013,42
"1500 LEBANON PIKE",3,2017-09-14,2019-03-22,37210,23
"1501 CHARLOTTE AVE",3,2016-03-24,2018-07-11,37203,42.5
"1520 MOHAWK TRL",3,2016-03-23,2020-02-16,37115,34
"1533 GASSER DR",3,2017-05-29,2020-08-06,37013,44
"1540 OCOEE TRL",3,2016-10-06,2018-06-12,37115,42
"1555 HUDSON RD",3,2017-12-18,2020-05-07,37115,20
"1565 GALLATIN PKE N",3,2016-01-31,2020-11-14,37115,31
"1604 BUCKHORN TRL",3,2018-02-26,2018-06-15,37013,41
"1615 UNDERWOOD ST",3,2017-12-10,2018-07-19,37208,47
"1641 PATTERSON ST",3,2017-01-08,2020-11-27,37203,49
"167 LAFAYETTE ST",3,2019-10-03,2020-07-01,37210,51
"1701 MURFREESBORO PIKE",3,2016-11-30,2018-07-10,37217,28
"1702 W END AVE",3,2017-04-01,2019-05-20,37203,39
"1702 WEST END AV",3,2019-11-08,2020-10-12,37203,38
"1710 FATHERLAND ST",3,2016-02-08,2016-09-09,37206,49
"1715 GALLATIN PIKE N",3,2016-07-13,2018-11-29,37115,32.5
"1717 CHARLOTTE AVE",3,2017-06-05,2017-10-19,37203,34
"1717 UNDERWOOD ST",3,2016-07-27,2020-09-27,37208,55
"1724 14TH AV N",3,2020-05-08,2020-07-22,37208,14
"1724 ST LOUIS ST",3,2019-03-23,2019-12-18,37208,25
"1728 17TH AVE N",3,2018-06-26,2019-06-30,37208,52
"1800 OAKWELL FARMS LN",3,2016-01-17,2020-05-01,37076,34
"1811 UNDERWOOD ST",3,2016-04-03,2018-07-09,37208,28
"1815 ELIZABETH RD",3,2019-02-12,2020-05-26,37218,41
"1900 EASTLAND AVE",3,2016-06-28,2019-06-25,37206,35
"1900 RICHARD JONES RD",3,2020-07-21,2020-10-02,37215,25
"1901 11TH AV N",3,2020-08-08,2020-12-06,37208,35
"1901 MURFREESBORO PIKE",3,2017-11-30,2018-02-12,37217,38.5
"1902 DICKERSON PIKE",3,2018-06-01,2019-02-23,37207,49
"1903 DEMARIUS DR",3,2017-05-23,2020-06-06,37216,59
"1906 15TH AVE N",3,2016-07-22,2018-12-28,37208,39.5
"1910 COUNTY HOSPITAL RD",3,2018-12-13,2020-04-11,37218,43
"1925 AVALON DR",3,2016-02-26,2017-07-08,37216,46
"20 HARDING MALL DR",3,2018-06-18,2020-04-15,37211,52
"2001 23RD AV N",3,2019-11-08,2020-01-09,37208,27
"2001 PITTWAY DR",3,2020-06-03,2020-11-16,37207,46
"201 5TH AVE S",3,2017-05-25,2019-02-26,37203,39
"201 CROSSINGS PL",3,2017-08-25,2021-01-02,37013,26
"201 MUSIC CITY CIR",3,2016-10-31,2020-10-03,37214,53
"2011 HUTTON DR",3,2018-07-09,2019-06-05,37210,54
"202 NORTHGATE CIR",3,2019-06-04,2020-06-28,37072,31
"202 SUMMIT VIEW DR",3,2019-01-13,2020-09-21,37027,48
"203 PEBBLE BROOK",3,2020-06-25,2020-07-30,37221,40
"203 SUSANNAH DR",3,2020-04-13,2020-10-23,37209,24
"205 BRIDGEWAY AVE",3,2016-02-18,2018-09-26,37138,43
"205 LUNA DR",3,2018-07-20,2020-10-19,37211,59
"205 MILLWOOD DR",3,2017-01-21,2017-12-06,37217,27
"205 W DUE WEST AV",3,2019-07-21,2020-02-29,37115,59
"2077 WHITNEY AVE",3,2019-02-11,2019-05-09,37210,13
"2101 ROSA L PARKS BLVD",3,2018-08-25,2019-03-12,37228,31
"211 MORTON AV",3,2019-07-31,2020-11-12,37211,24.5
"2112 CHARLOTTE AVE",3,2016-06-09,2019-02-01,37203,34
"2120 LEBANON PIKE",3,2017-01-19,2018-11-14,37210,38.5
"214 GALLATIN PIKE S",3,2016-09-03,2019-02-07,37115,55
"2200 NOLENSVILLE PKE",3,2020-01-10,2020-07-27,37210,26
"2201 DICKERSON PIKE",3,2016-12-16,2018-05-09,37207,34
"2209 ABBOTT MARTIN RD",3,2016-09-09,2019-05-04,37215,70.5
"2211 W END AVE",3,2018-06-13,2019-03-10,37212,21
"2212 NOLENSVILLE PIKE",3,2017-12-09,2018-10-30,37210,36
"2236 CRUZEN ST",3,2017-07-06,2020-06-29,37211,22
"224 MARGO LN",3,2018-06-14,2020-02-15,37211,69
"230 HARRINGTON AV",3,2019-10-12,2020-03-23,37115,28
"2301 MURFREESBORO PKE",3,2019-07-08,2020-07-02,37013,26
"2304 VANDERBILT PL",3,2016-04-16,2020-11-12,37212,21
"2307 VALLEY BROOK RD",3,2018-06-01,2018-09-21,37215,32
"231 GIFFORD PL",3,2016-11-26,2017-09-22,37080,51
"2321 23RD AVE N",3,2017-08-29,2018-02-12,37208,30
"234 EDGEMEADE DR",3,2016-11-12,2018-04-25,37115,60
"234 THOMPSON LN",3,2017-03-18,2020-05-22,37211,29
"2384 LEBANON PKE",3,2019-08-24,2020-10-17,37214,34
"2388 LEBANON PIKE",3,2017-07-03,2018-06-27,37214,34.5
"2394 LEBANON PKE",3,2019-12-23,2020-09-02,37214,29
"240 JACKSONIAN DR",3,2019-06-14,2020-10-07,37076,38
"2400 BUENA VISTA PIKE",3,2016-07-14,2019-02-06,37218,24
"2401 BRICK CHURCH PKE",3,2020-03-29,2020-07-10,37207,37
"2406 ELM HILL PKE",3,2020-06-14,2020-09-07,37214,30
"2411 MILTON DR",3,2016-01-12,2018-01-25,37216,32
"2414 BRASHER AVE",3,2017-04-03,2018-09-15,37206,24
"246 BURNING TREE DR",3,2017-11-04,2020-12-07,37076,41
"2469 CABIN HILL RD",3,2020-05-20,2020-10-27,37214,32
"250 25TH AVE N",3,2016-01-04,2018-04-05,37203,64
"2500 WEST END AV",3,2019-11-06,2020-07-16,37203,37
"2514 NOLENSVILLE PKE",3,2019-09-21,2020-11-01,37210,44
"2517 PLUM ST",3,2019-05-13,2020-06-10,37207,38.5
"2531 GLENROSE AVE",3,2016-07-05,2018-05-21,37210,54
"254 LONG HOLLOW PKE",3,2019-07-08,2020-10-17,37072,53
"2601 HILLSBORO PIKE",3,2017-04-15,2017-12-17,37212,26
"2609 ELLIOTT DR",3,2019-07-04,2020-01-28,37138,57
"261 WHITE BRIDGE PIKE",3,2017-05-27,2019-06-10,37209,42
"261 WHITE BRIDGE PKE",3,2019-12-03,2020-12-01,37209,47
"2613 PADDLE WHEEL DR",3,2018-11-05,2019-07-10,37214,51
"266 TIMMONS ST",3,2018-10-20,2020-11-22,37211,34
"270 VENTURE CIR",3,2020-03-22,2020-12-24,37228,29
"2709 ABBOTT MARTIN RD",3,2017-08-27,2019-04-16,37215,34
"2714 JONES AVE",3,2017-05-08,2017-12-22,37207,31.5
"2714 MURFREESBORO PIKE",3,2017-03-20,2018-06-12,37013,15.5
"2714 MURFREESBORO PKE",3,2020-05-02,2020-12-29,37013,28
"2734 WHITES CREEK PIKE",3,2016-12-01,2019-04-09,37207,42
"276 WHITE BRIDGE PIKE",3,2017-01-11,2019-05-09,37209,32
"276 WHITE BRIDGE PKE",3,2019-12-11,2020-07-10,37209,35
"2788 MURFREESBORO PIKE",3,2019-01-25,2019-06-27,37013,29
"2788 MURFREESBORO PKE",3,2019-12-10,2020-05-19,37013,40
"2802 NOLENSVILLE PIKE",3,2017-12-08,2018-08-24,37210,49
"281 CUMBERLAND BND",3,2019-04-20,2019-09-18,37228,52
"2811 FORTLAND DR",3,2019-08-20,2019-11-20,37206,33
"2817 HODY DR",3,2016-07-24,2017-07-02,37206,44
"2819 NOLENSVILLE PIKE",3,2016-04-27,2018-07-12,37211,34
"2828 DICKERSON PIKE",3,2016-07-17,2018-07-24,37207,45
"2901 NOLENSVILLE PIKE",3,2016-08-22,2019-02-03,37211,27
"2914 DICKERSON PIKE",3,2017-01-14,2018-09-15,37207,37
"2919 MCGAVOCK PIKE",3,2018-03-10,2018-11-02,37214,38
"2922 SIMMONS AV",3,2020-04-05,2020-10-25,37211,24
"2925 WINGATE AV",3,2019-11-04,2020-07-23,37211,32
"2928 TEAKWOOD DR",3,2016-03-27,2017-09-02,37214,64.5
"2940 BABY RUTH LN",3,2019-04-18,2020-03-03,37013,34
"2ND AV N / CHURCH ST",3,2017-01-30,2019-10-29,37201,29
"2ND AV S / SHELBY ST PEDESTRIAN BRIDGE GRNW",3,2018-11-11,2020-10-10,37201,46
"3 DECATUR ST",3,2019-06-04,2020-08-25,37210,52
"3 UNIVERSITY CT",3,2019-12-21,2020-08-13,37210,57
"300 SCHOOLHOUSE CT",3,2016-09-14,2016-11-09,37013,22
"3000 SIMMONS AVE",3,2018-05-18,2018-09-22,37211,22
"3001 HAMILTON CHURCH RD",3,2019-04-02,2020-08-25,37013,19
"301 3RD AVE S",3,2018-03-10,2019-03-15,37201,24.5
"301 BROADWAY",3,2017-03-18,2019-08-10,37201,25
"301 DEMONBREUN ST",3,2017-08-26,2020-08-08,37201,33
"301 EAST THOMPSON LN",3,2020-01-23,2020-10-21,37217,60
"301 LONG HOLLOW PKE",3,2020-06-03,2020-09-19,37072,34
"301 MARGO LN",3,2018-05-22,2020-04-15,37211,58
"3015 LEBANON PKE",3,2020-02-06,2020-10-21,37214,25
"3018 CHELSEA WAY",3,2018-10-21,2020-12-03,37013,31
"3021 GALLATIN PIKE",3,2017-03-13,2019-01-23,37216,36
"3025 HARLIN DR",3,2017-12-12,2018-07-28,37211,23
"3039 HUFFMAN RD",3,2019-03-09,2020-12-04,37080,25
"304 LONG HOLLOW PKE",3,2019-07-16,2020-05-28,37072,27
"305 KATE ST",3,2020-05-25,2020-10-31,37115,26
"305 RACHAELS MEADOW CT",3,2020-04-04,2020-05-24,37076,37
"3053 BRICK CHURCH PKE",3,2016-03-16,2020-05-12,37207,45
"3053 DICKERSON PKE",3,2019-10-22,2020-10-14,37207,36
"3057 ANDERSON RD",3,2019-02-17,2020-12-15,37013,36
"306 BROADWAY",3,2016-06-08,2018-12-14,37219,33
"306 DUPONT AV",3,2019-10-25,2020-05-16,37115,31
"307 BROADWAY",3,2019-03-06,2020-05-05,37201,43
"307 GLENGARRY DR",3,2018-09-21,2020-04-03,37217,37
"308 GAYWOOD DR",3,2016-12-28,2019-11-12,37211,69
"310 1ST AV S",3,2019-08-13,2020-07-19,37201,30
"310 BROADWAY",3,2017-05-10,2020-06-25,37219,42
"3100 JUSTIN TOWNE CT",3,2020-11-08,2020-12-13,37013,19
"3101 CRYSTAL SPRING LN",3,2016-06-15,2017-12-28,37076,33.5
"3104 CLARKSVILLE PIKE",3,2016-07-21,2019-06-20,37218,48
"3105 ESTHER AV",3,2020-04-21,2020-11-21,37218,31
"3110 ELM HILL PKE",3,2020-06-02,2020-09-22,37214,46
"312 BROADWAY",3,2017-01-01,2018-09-08,37201,21
"312 HARDING PL",3,2017-05-11,2020-06-12,37211,31
"3144 DICKERSON PIKE",3,2017-04-21,2019-01-13,37207,31
"315 14TH AVE N",3,2017-04-26,2019-03-29,37203,50
"3150 MCGAVOCK PIKE",3,2017-08-30,2018-02-22,37214,15
"3150 MCGAVOCK PKE",3,2016-01-15,2019-11-22,37214,16.5
"317 JANETTE AV",3,2020-04-24,2020-07-08,37072,30
"3171 LEBANON PKE",3,2019-09-17,2020-12-23,37214,46
"320 11TH AVE S",3,2016-02-05,2019-04-07,37203,25
"3209 OLD HICKORY BLVD",3,2017-11-24,2018-07-04,37138,40.5
"323 MORTON AV",3,2019-08-30,2020-07-22,37211,51
"3236 CLARKSVILLE PIKE",3,2017-08-18,2019-04-20,37218,61
"3236 CLARKSVILLE PKE",3,2019-08-10,2020-08-31,37218,60.5
"3240 FRANKLIN LIMESTONE RD",3,2019-07-11,2019-12-09,37013,35
"3258 BRICK CHURCH PKE",3,2019-11-28,2020-07-04,37207,70
"329 MURFREESBORO PKE",3,2019-10-17,2020-02-21,37210,59
"330 HARDING PL",3,2019-06-06,2020-06-09,37211,38
"3300 DICKERSON PKE",3,2019-11-29,2020-12-30,37207,41
"3312 DICKERSON PKE",3,2020-03-05,2020-06-30,37207,27
"3320 CHESAPEAKE CIR",3,2016-10-08,2018-08-12,37207,66
"3320 DICKERSON PKE",3,2016-02-13,2020-09-06,37207,23
"336 E TRINITY LN",3,2016-02-17,2019-12-18,37207,34
"3401 FAWNWOOD PL",3,2017-02-25,2020-07-30,37207,33
"3403 OAK CLIFF DR",3,2020-02-23,2020-05-23,37214,26
"3409 GWEN DR",3,2016-08-18,2017-10-26,37207,24
"3413 GWEN DR",3,2017-11-09,2020-06-14,37207,25
"3423 PERCY PRIEST DR",3,2018-11-19,2020-06-30,37214,29
"3424 LEBANON PKE",3,2019-11-02,2020-06-10,37076,27
"3500 GALLATIN PIKE",3,2016-12-15,2019-03-04,37216,36.5
"3532 MURFREESBORO PKE",3,2016-02-16,2020-01-21,37013,30
"365 PARAGON MILLS RD",3,2016-09-16,2018-09-08,37211,47
"3696 BELL RD",3,2018-08-24,2020-12-26,37214,34
"3711 VILLAGE TRL",3,2018-05-01,2019-06-05,37207,50
"3712 CLARKSVILLE PIKE",3,2016-04-05,2019-03-19,37218,40
"3719 FAULKNER DR",3,2016-11-11,2020-02-29,37211,44
"3769 MURFREESBORO PKE",3,2019-11-14,2020-03-29,37013,26
"377 ATHENS WAY",3,2018-07-08,2020-04-16,37228,31
"380 THOMPSON LN",3,2018-08-30,2020-08-27,37210,30
"3803 OCTOBER WOODS DR",3,2020-05-06,2020-09-11,37013,26
"3810 FAIRVIEW DR",3,2017-01-09,2020-05-01,37218,69
"3815 NOLENSVILLE PKE",3,2016-02-28,2020-08-07,37211,26
"3838 OLD HICKORY BLVD",3,2017-07-21,2020-09-25,37138,32.5
"3851 ANDREW JACKSON WAY",3,2019-09-23,2020-04-26,37076,50
"3851 CLARKSVILLE PKE",3,2019-08-12,2020-06-11,37218,36
"3877 HUTSON AVE",3,2016-10-15,2018-01-18,37216,33.5
"3901 CENTRAL PKE",3,2019-12-11,2020-05-19,37076,71
"3910 GALLATIN PIKE",3,2016-12-17,2018-07-24,37216,34
"3913 SOUTHVIEW DR",3,2017-05-29,2018-08-27,37218,32
"3921 SOUTHVIEW DR",3,2020-04-08,2020-09-15,37218,43
"3939 CENTRAL PKE",3,2019-12-10,2020-07-15,37076,30
"397 WALLACE RD",3,2017-02-16,2020-12-14,37211,56
"3991 DICKERSON PKE",3,2020-07-02,2020-10-25,37207,53
"3RD AV N / CHURCH ST",3,2019-10-15,2020-05-25,37201,31
"400 BROADWAY",3,2018-02-02,2019-05-24,37203,27
"400 MYATT DR",3,2017-12-07,2020-09-06,37115,35.5
"4000 ANDERSON RD",3,2016-03-21,2018-11-24,37217,48.5
"4000 MOSS RD",3,2017-12-11,2018-04-08,37013,39
"4001 BELL RD",3,2018-04-07,2020-08-15,37076,39
"4001 CENTRAL PKE",3,2019-10-12,2020-12-31,37076,36
"401 BOWLING AV",3,2020-06-19,2020-11-03,37205,24.5
"401 BROADWAY",3,2017-07-21,2020-03-08,37203,30
"401 MCDONALD DR",3,2018-07-22,2019-06-06,37217,25
"401 WALTON LN",3,2016-03-15,2017-02-14,37216,17
"402 22ND AV N",3,2019-12-31,2020-06-22,37203,26
"408 MIDNIGHT SUN CIR",3,2017-10-12,2019-01-27,37211,30
"410 ELGIN ST",3,2018-03-19,2020-11-24,37211,33
"4100 CENTRAL PKE",3,2019-09-22,2020-08-15,37076,24
"4109 KIMBARK DR",3,2018-12-13,2019-01-04,37215,47
"411 ANNEX AVE",3,2018-03-13,2019-05-28,37209,64
"411 BROADWAY",3,2016-06-24,2018-06-05,37203,28
"4112 HILLSBORO PIKE",3,2018-02-22,2018-04-11,37215,41
"412 43RD AV N",3,2019-09-17,2020-08-05,37209,56
"412 43RD AVE N",3,2016-01-19,2018-12-15,37209,48
"4145 LEBANON PKE",3,2019-10-28,2020-06-28,37076,31
"415 DOUGLAS ST",3,2017-08-03,2018-08-29,37115,38
"415 W TRINITY LN",3,2020-01-26,2020-06-05,37207,36
"4160 CLARKSVILLE PIKE",3,2016-12-08,2019-05-21,37218,29
"417 4TH AV N",3,2019-09-14,2020-10-04,37219,41
"417 4TH AVE N",3,2017-03-31,2019-04-04,37219,31
